State,State_Code,Hospitalization_Type,Expected_Payer,Y2003_Q1,Y2003_Q2,Y2003_Q3,Y2003_Q4,Y2004_Q1,Y2004_Q2,Y2004_Q3,Y2004_Q4,Y2005_Q1,Y2005_Q2,Y2005_Q3,Y2005_Q4,Y2006_Q1,Y2006_Q2,Y2006_Q3,Y2006_Q4,Y2007_Q1,Y2007_Q2,Y2007_Q3,Y2007_Q4,Y2008_Q1,Y2008_Q2,Y2008_Q3,Y2008_Q4,Y2009_Q1,Y2009_Q2,Y2009_Q3,Y2009_Q4,Y2010_Q1,Y2010_Q2,Y2010_Q3,Y2010_Q4,Y2011_Q1,Y2011_Q2,Y2011_Q3,Y2011_Q4,Y2012_Q1,Y2012_Q2,Y2012_Q3,Y2012_Q4,Y2013_Q1,Y2013_Q2,Y2013_Q3,Y2013_Q4,Y2014_Q1,Y2014_Q2,Y2014_Q3,Y2014_Q4
New Jersey,NJ,Medical Cond-Asthma,Medicare,600,700,500,650,850,700,500,650,1100,750,500,600,950,800,550,700,800,800,500,750,1100,850,550,800,1000,900,650,800,900,950,600,800,1050,950,600,700,950,800,600,850,1150,900,550,700,850,850,450,600
New Jersey,NJ,Medical Cond-Asthma,Private,950,1050,850,1150,950,850,600,950,1200,850,600,850,1000,900,600,850,1000,750,650,850,1050,850,650,900,1050,900,750,1000,850,800,600,900,950,700,450,750,800,700,550,850,900,750,500,650,800,650,500,600
New Jersey,NJ,Medical Cond-Asthma,Uninsured,400,450,400,550,450,450,350,550,500,400,350,450,450,400,300,450,400,450,350,450,450,350,300,500,450,400,400,550,400,450,350,450,500,350,300,400,400,450,400,600,500,450,400,450,350,250,200,150
New Jersey,NJ,Medical Cond-CHF,Medicaid,200,200,200,200,200,250,200,200,250,250,200,250,250,250,250,200,250,250,200,250,250,250,200,200,200,200,200,200,200,200,150,200,250,250,200,250,250,250,200,200,250,200,250,200,250,300,300,300
New Jersey,NJ,Medical Cond-CHF,Medicare,6600,6950,6050,6600,6950,6450,5900,6550,6700,6400,5500,6250,6600,6250,5300,5900,6600,6350,5500,5900,6150,6050,5100,5800,6000,5750,5050,5650,5750,5400,4900,5450,5700,5300,4400,4800,5300,4800,4350,5150,5250,4750,4300,4600,5000,4350,3900,4350
New Jersey,NJ,Medical Cond-CHF,Private,850,800,600,700,650,700,600,750,800,650,600,650,750,650,600,600,700,600,600,600,650,600,600,650,750,650,550,700,700,650,550,600,600,550,450,500,550,550,450,550,500,500,450,450,550,500,400,450
New Jersey,NJ,Medical Cond-CHF,Uninsured,300,350,300,300,350,350,350,350,350,350,350,350,350,350,350,300,400,350,350,350,350,300,300,350,350,300,250,300,300,300,300,250,300,300,250,250,300,300,300,350,300,350,250,300,250,200,150,150
New Jersey,NJ,Medical Cond-Diabetes,Medicaid,200,250,250,250,250,200,250,250,250,250,250,250,250,250,250,250,300,200,200,250,300,250,250,250,250,250,250,300,250,250,300,300,350,300,300,300,350,350,350,350,350,350,400,300,450,500,550,550
New Jersey,NJ,Medical Cond-Diabetes,Medicare,1500,1450,1500,1450,1500,1500,1450,1500,1500,1550,1450,1400,1500,1550,1400,1300,1550,1550,1450,1450,1450,1450,1300,1300,1450,1400,1400,1250,1350,1350,1350,1250,1400,1300,1250,1150,1250,1250,1250,1200,1250,1250,1200,1200,1200,1150,1100,1100
New Jersey,NJ,Medical Cond-Diabetes,Private,1100,1050,950,950,1000,950,950,1050,1000,1000,1000,1050,1050,1000,1000,950,950,1000,1000,1050,950,950,1000,1000,1000,1050,1000,1000,900,950,1000,950,900,850,850,900,950,950,900,950,1000,950,950,950,900,900,900,800
New Jersey,NJ,Medical Cond-Diabetes,Uninsured,550,550,500,550,600,500,600,500,500,550,550,600,600,600,550,600,600,600,550,600,600,550,550,600,550,600,550,600,550,550,650,650,600,600,600,650,650,650,650,650,650,650,750,650,450,400,350,300
New Jersey,NJ,Medical Condition (All),Medicaid,3500,4000,4250,4650,4950,4900,4650,4800,4800,4800,4700,4700,4900,4900,5000,4950,5300,5050,4750,4950,5250,5300,5150,5150,5250,5400,5300,5200,5250,5600,5650,5450,7200,7000,6500,6300,6850,6750,6650,6300,6250,6150,6200,5750,7750,8300,9450,9000
New Jersey,NJ,Medical Condition (All),Medicare,61400,64100,63100,64300,67100,64900,63000,64850,67950,61500,59900,60200,65100,62900,59350,60450,65250,63050,59800,62300,66000,62350,58950,61300,63000,61800,60250,59200,59900,60850,60050,61400,63550,60950,57700,57550,62350,60200,57950,61000,63850,58700,55650,54350,54950,53650,52350,51450
New Jersey,NJ,Medical Condition (All),Private,32900,33900,33950,33850,35400,35400,35100,34500,30350,29950,29950,28950,30650,30300,30350,29700,31400,30650,31350,30150,30800,29750,31500,30050,31200,30950,30900,29350,29150,29100,28950,27650,26650,25450,26000,24450,26350,25900,25800,24300,23850,23850,23250,21700,22150,21350,22100,19850
New Jersey,NJ,Medical Condition (All),Uninsured,8500,9400,9750,10000,10850,11300,10650,10400,9500,10000,10550,9500,9400,9800,9900,9650,9850,10050,10100,9900,9500,9300,10100,9550,9650,10300,10650,10250,9550,10050,10900,10150,10050,10100,10300,9800,10300,10400,11000,10600,10250,10250,10800,9950,7750,6050,5600,4650
New Jersey,NJ,Mental Health,Medicaid,2000,2050,2200,1950,2050,2000,2050,2000,2000,2000,2050,1900,1950,2000,2100,1900,1950,2000,1950,1750,1800,1950,1900,2100,2100,2200,2350,2250,2250,2450,2500,2400,2450,2650,2600,2450,2750,2650,2650,2350,2500,2700,2750,2400,3400,3950,4850,4900
New Jersey,NJ,Mental Health,Medicare,1450,1600,1600,1500,1500,1500,1550,1450,1400,1500,1500,1450,1450,1500,1450,1400,1400,1450,1500,1500,1350,1400,1350,1400,1400,1450,1450,1450,1450,1600,1550,1500,1500,1500,1450,1350,1550,1400,1550,1550,1400,1450,1450,1450,1350,1300,1300,1300
New Jersey,NJ,Mental Health,Private,2900,2900,3000,2900,3000,3000,3050,2900,3000,3050,3050,2800,2950,3100,3050,2800,2950,3200,3250,2850,3100,3300,3200,3200,3500,3400,3550,3300,3400,3400,3350,3100,3250,3450,3500,3250,3550,3550,3500,3200,3200,3400,3300,3150,2900,2900,3100,2850
New Jersey,NJ,Mental Health,Uninsured,4400,4850,4900,4450,4550,4150,4400,4100,4050,4250,4400,4200,4100,4200,4250,4050,4000,4150,4200,4350,3800,3950,4300,4450,3950,4550,4600,4350,4500,4550,4750,4500,4400,4400,4600,4400,4500,4600,4750,4200,4300,4550,4900,4400,3200,2350,2150,1800
New Jersey,NJ,Surgical,Medicaid,750,900,950,1000,1050,1000,1000,1050,1050,1150,1100,1050,1150,1150,1150,1150,1250,1200,1100,1150,1250,1350,1300,1300,1400,1400,1400,1450,1500,1600,1500,1350,2250,2250,2100,2000,2200,2200,2200,2000,2000,2200,2100,1900,2450,2650,3050,3100
New Jersey,NJ,Surgical,Medicare,19850,21750,21750,21800,21400,21950,21600,21800,20700,22000,21250,21150,20800,21550,20900,20800,21050,20900,20300,20750,20300,20800,19950,20000,19850,20250,19400,19300,18850,19200,18400,18050,17600,17800,17600,17300,18400,18350,17600,17100,18050,18250,17700,17700,17100,16550,16300,16450
New Jersey,NJ,Surgical,Private,22350,23450,22750,21850,22750,22800,21800,22600,21400,21750,21350,20650,21400,21200,20950,20200,21600,20900,20450,20200,20000,20150,20050,19900,19900,20300,19250,19300,19050,18650,17900,17300,16400,16350,16200,16150,17250,16950,16100,15850,15800,16200,15500,16000,15100,14700,14850,15100
New Jersey,NJ,Surgical,Uninsured,2850,3000,3200,2950,2950,3150,3300,3200,3000,3200,3450,3150,3100,3250,3150,3150,3250,3250,3300,3050,2900,3100,3050,2950,2900,3100,3200,3050,3050,3200,3350,3300,3100,3150,3300,3150,3350,3400,3450,3300,3300,3450,3550,3350,2550,2000,1950,1700
New Mexico,NM,All Adult Hospitalizations,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,6750,6950,7250,6800,6800,6450,6850,6450,6600,6650,6600,6100,6350,6500,6700,6350,6800,6900,7050,6350,,,,
New Mexico,NM,All Adult Hospitalizations,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,13000,12350,11600,10900,12300,12250,11500,10950,12200,11650,11100,11100,12500,11900,11500,11600,14700,13750,13250,12550,,,,
New Mexico,NM,All Adult Hospitalizations,Private,,,,,,,,,,,,,,,,,,,,,,,,,8550,8800,9100,8700,8050,8450,8200,8100,7850,7800,7800,7200,7600,7650,7400,7000,7500,7350,7350,6650,,,,
New Mexico,NM,All Adult Hospitalizations,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,3600,3800,3550,3350,3150,3500,3700,3600,3900,4050,4450,4100,4050,4250,4100,3850,3900,4150,4300,4100,,,,
New Mexico,NM,Injury,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,200,200,200,200,200,250,250,250,200,200,200,250,250,250,250,200,,,,
New Mexico,NM,Injury,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,800,800,800,800,850,850,800,750,800,900,850,850,850,800,750,850,900,900,950,900,,,,
New Mexico,NM,Injury,Private,,,,,,,,,,,,,,,,,,,,,,,,,350,400,450,350,350,400,400,350,300,400,400,350,300,400,300,300,250,350,350,250,,,,
New Mexico,NM,Injury,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,300,400,350,300,300,300,400,400,400,400,500,450,350,400,400,350,400,450,400,400,,,,
New Mexico,NM,Maternal,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,3450,3550,3650,3250,3300,3050,3500,3250,3150,3100,3200,3000,2950,3000,3300,3000,3100,3150,3350,3050,,,,
New Mexico,NM,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,NM,Maternal,Private,,,,,,,,,,,,,,,,,,,,,,,,,2100,2200,2550,2250,2050,2150,2300,2200,2100,2050,2300,2000,2100,2100,2300,2050,2000,2050,2250,1900,,,,
New Mexico,NM,Maternal,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,300,300,300,250,150,200,250,200,250,200,400,300,300,300,350,300,200,300,350,400,,,,
New Mexico,NM,Medical Cond-Asthma,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-Asthma,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,150,50,50,50,100,100,50,50,100,50,50,50,100,50,50,50,100,100,50,50,,,,
New Mexico,NM,Medical Cond-Asthma,Private,,,,,,,,,,,,,,,,,,,,,,,,,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-Asthma,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-CHF,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-CHF,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,600,550,500,500,600,500,450,500,500,450,400,500,600,450,400,500,700,600,550,550,,,,
New Mexico,NM,Medical Cond-CHF,Private,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-CHF,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,
New Mexico,NM,Medical Cond-Diabetes,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,150,150,150,150,150,150,,,,
New Mexico,NM,Medical Cond-Diabetes,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,150,150,150,150,150,200,150,150,150,150,150,150,150,150,150,150,200,200,150,150,,,,
New Mexico,NM,Medical Cond-Diabetes,Private,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,
New Mexico,NM,Medical Cond-Diabetes,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,100,150,100,100,100,150,150,150,150,150,150,150,150,150,150,150,200,150,150,150,,,,
New Mexico,NM,Medical Condition (All),Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,1700,1750,1900,1850,1750,1750,1700,1650,1800,1800,1750,1600,1800,1900,1800,1850,2100,2100,2000,1800,,,,
New Mexico,NM,Medical Condition (All),Medicare,,,,,,,,,,,,,,,,,,,,,,,,,8700,8100,7450,7100,8050,7800,7350,7150,8300,7650,7150,7300,8400,7900,7450,7750,10100,9250,8750,8300,,,,
New Mexico,NM,Medical Condition (All),Private,,,,,,,,,,,,,,,,,,,,,,,,,3050,3000,2850,2850,2700,2750,2600,2600,2750,2650,2600,2300,2700,2650,2500,2350,2800,2600,2550,2300,,,,
New Mexico,NM,Medical Condition (All),Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,1700,1850,1700,1750,1550,1650,1700,1700,1950,2000,2000,1950,2000,2000,1950,1800,1950,2000,2100,2000,,,,
New Mexico,NM,Mental Health,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,600,600,600,650,650,650,600,600,650,750,700,600,650,650,700,550,600,650,700,600,,,,
New Mexico,NM,Mental Health,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,300,300,250,250,250,250,300,300,300,300,350,300,300,350,300,350,450,400,400,350,,,,
New Mexico,NM,Mental Health,Private,,,,,,,,,,,,,,,,,,,,,,,,,350,350,400,350,400,400,400,350,350,400,400,350,350,400,350,300,300,350,350,300,,,,
New Mexico,NM,Mental Health,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,550,550,500,450,450,550,550,550,500,600,700,550,550,650,600,600,600,600,600,550,,,,
New Mexico,NM,Surgical,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,800,850,900,850,900,850,850,800,750,800,750,700,700,750,700,700,750,750,800,700,,,,
New Mexico,NM,Surgical,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,3250,3150,3100,2750,3150,3350,3050,2750,2800,2800,2750,2650,2950,2900,2950,2700,3200,3200,3150,3000,,,,
New Mexico,NM,Surgical,Private,,,,,,,,,,,,,,,,,,,,,,,,,2750,2850,2850,2950,2550,2700,2550,2550,2400,2300,2150,2200,2150,2100,1950,2000,2100,2000,1850,1900,,,,
New Mexico,NM,Surgical,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,700,700,700,650,650,750,800,750,850,850,850,850,850,850,850,750,750,850,850,800,,,,
New York,NY,All Adult Hospitalizations,Medicaid,93550,94400,97200,95250,107900,110450,112650,110800,114050,116850,120000,113400,111350,113100,116500,111450,110600,108000,108350,103400,95700,97350,100550,98350,98650,103100,105350,101750,102500,106250,108500,104850,112700,116500,115950,114650,114050,113950,114950,108200,105550,108950,112750,106200,105700,105200,,
New York,NY,All Adult Hospitalizations,Medicare,174250,179050,176450,178700,185050,187450,186150,193800,198150,195650,189200,190300,192700,195050,188350,190650,194150,193750,185450,185150,190250,188850,185750,189900,188700,191600,187050,186900,186250,190150,188200,190150,193750,194250,183350,187650,185950,184450,177650,182450,181400,179700,175350,170800,165200,163750,,
New York,NY,All Adult Hospitalizations,Private,145900,150350,147700,142750,148450,152300,152050,147450,143800,147750,148350,141700,143450,145750,144900,140750,146350,146100,144150,139650,134850,136250,137000,132500,133200,135700,134900,130600,128700,132650,131500,127500,128700,133300,130000,128200,128950,127650,126050,119300,116600,120500,119100,115000,109400,107150,,
New York,NY,All Adult Hospitalizations,Uninsured,20150,21750,23800,22550,23300,23300,24150,23750,18400,20050,20700,19550,23400,24150,25800,25500,26250,26600,27900,26750,25200,25700,27050,26000,25100,26300,27100,25150,23100,23950,26000,24500,18950,16600,17850,16650,15150,16200,16350,14950,13150,14500,14800,15350,14000,11150,,
New York,NY,Injury,Medicaid,2500,2600,3100,2600,3150,3500,3850,3150,3150,3650,4200,3550,3250,3800,4100,3500,3350,3650,3800,3400,2750,3200,3600,3150,3000,3300,3750,3150,3250,3800,4100,3250,3450,3850,4300,3700,3500,3900,4000,3350,3200,3750,4100,3350,3150,3500,,
New York,NY,Injury,Medicare,8600,8450,8550,8900,9200,8700,9000,9450,8950,9300,9200,10000,9300,9250,9500,9750,9800,9400,9500,9800,9250,9350,9700,10250,9950,9450,9850,10300,9550,9350,9950,10400,10100,9850,9900,10200,9650,9700,9700,10200,9600,9500,9700,10050,9800,8750,,
New York,NY,Injury,Private,5700,5500,6100,5400,5750,5700,6350,5750,5450,5450,6300,5700,5400,5650,6200,5400,5550,5650,6250,5450,4600,5200,5700,5150,5250,5100,5750,4950,5050,5350,5750,5000,5100,5250,5750,5200,4750,5100,5500,4600,4400,4550,5200,4650,4250,3950,,
New York,NY,Injury,Uninsured,1600,1900,2250,1800,1700,1950,2150,1800,1400,1800,2150,1650,1600,1950,2300,1950,1800,2050,2300,1900,1600,2000,2300,1750,1700,2000,2200,1650,1400,1800,2050,1600,1300,1450,1700,1350,1100,1400,1450,1150,900,1200,1300,1150,1000,900,,
New York,NY,Maternal,Medicaid,23500,22650,24800,23950,25650,24950,26450,25900,28100,28250,29900,28650,25950,26400,29200,27800,25800,25250,26800,25800,25000,24750,26300,25400,25500,25750,26800,26050,25100,25700,27000,26650,28650,29450,31100,30050,28900,28100,30800,29750,27750,27300,29700,28700,27700,27200,,
New York,NY,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,NY,Maternal,Private,36350,38750,39050,35350,36000,37900,37600,34950,33100,35850,36250,33400,32150,34750,35800,33150,33450,35400,35550,33550,30400,32150,32900,29800,29500,31150,31400,28850,27650,30450,30600,29100,27850,30800,31600,28800,28750,30600,31550,29400,28300,30200,30950,28750,26650,27750,,
New York,NY,Maternal,Uninsured,2300,2450,2750,2900,3250,3400,3600,3900,1300,1300,1450,1500,3900,3450,3850,3950,4250,4350,4800,4500,4300,4400,4900,4600,4450,4250,4600,4300,3950,4100,4550,4400,2000,850,1000,900,800,800,950,850,800,900,950,1000,1200,1050,,
New York,NY,Medical Cond-Asthma,Medicaid,1950,1950,1900,2350,2200,2200,1800,2600,2600,2200,1800,2350,2450,2200,1850,2250,2400,1950,1750,2050,2200,1750,1400,2050,2100,2200,1750,2200,2050,1850,1600,2100,2200,2000,1550,2100,2000,1900,1700,2150,2050,1800,1500,1900,1950,1750,,
New York,NY,Medical Cond-Asthma,Medicare,1550,1500,1200,1550,1750,1550,1150,1800,2400,1650,1200,1450,2050,1650,1300,1600,1950,1700,1250,1550,2250,1800,1350,1800,2000,1950,1450,1700,2000,1850,1500,1850,2300,2100,1400,1700,2000,1750,1350,1850,2200,1850,1350,1500,1850,1600,,
New York,NY,Medical Cond-Asthma,Private,1550,1600,1250,1800,1450,1400,950,1800,1850,1350,900,1250,1550,1400,950,1350,1550,1300,1050,1400,1700,1250,850,1400,1500,1400,1000,1550,1300,1150,850,1250,1500,1200,750,1250,1150,1050,800,1300,1200,950,700,1000,1000,800,,
New York,NY,Medical Cond-Asthma,Uninsured,500,550,450,650,450,450,300,600,400,350,250,400,500,500,350,500,550,450,400,550,600,500,350,600,550,550,450,600,500,450,400,500,400,250,200,300,250,300,200,350,300,250,200,300,250,150,,
New York,NY,Medical Cond-CHF,Medicaid,1250,1250,1150,1300,1550,1450,1300,1450,1600,1700,1400,1500,1450,1550,1350,1500,1500,1500,1350,1350,1300,1350,1200,1300,1300,1200,1100,1250,1350,1300,1150,1300,1300,1300,1100,1350,1400,1300,1150,1200,1300,1400,1250,1300,1400,1250,,
New York,NY,Medical Cond-CHF,Medicare,11200,11800,10200,10850,11900,12050,10900,12050,12600,12350,10250,11950,12800,12350,10500,11750,12200,11950,10300,10750,11550,11200,9650,11200,11650,11300,9650,10750,10900,10500,9350,10200,10750,10400,8650,9650,10000,9400,8100,9600,9900,9650,8450,9350,9550,8900,,
New York,NY,Medical Cond-CHF,Private,1200,1200,1000,1100,1250,1150,1050,1200,1250,1200,1100,1150,1200,1200,1050,1100,1200,1150,1000,1050,1150,1000,900,1000,1100,950,900,950,1050,950,800,900,950,950,750,900,900,850,750,850,950,850,800,900,850,750,,
New York,NY,Medical Cond-CHF,Uninsured,250,200,200,250,300,250,200,250,200,200,200,250,250,250,250,300,300,350,300,250,300,300,250,300,300,300,250,300,300,200,200,250,250,200,150,200,150,200,150,200,150,150,200,250,200,100,,
New York,NY,Medical Cond-Diabetes,Medicaid,1850,1950,1950,1900,2350,2400,2300,2250,2350,2450,2600,2350,2400,2450,2400,2250,2400,2400,2350,2200,2200,2150,2150,2150,2200,2250,2250,2200,2300,2300,2300,2200,2350,2350,2300,2400,2500,2500,2350,2450,2450,2400,2500,2150,2400,2250,,
New York,NY,Medical Cond-Diabetes,Medicare,2950,2950,2950,2850,3150,3100,3250,3200,3300,3350,3350,3200,3400,3550,3250,3100,3300,3350,3250,3000,3150,3250,3150,3100,3150,3100,3100,3000,3050,3200,3200,2950,3250,3050,2950,2900,3050,2900,2850,2750,2850,2900,2700,2550,2450,2450,,
New York,NY,Medical Cond-Diabetes,Private,1700,1650,1650,1600,1650,1600,1650,1750,1700,1650,1650,1650,1550,1650,1550,1600,1800,1800,1650,1550,1600,1550,1450,1450,1550,1550,1500,1500,1550,1550,1500,1500,1600,1700,1500,1500,1550,1500,1450,1450,1450,1500,1350,1300,1400,1200,,
New York,NY,Medical Cond-Diabetes,Uninsured,450,500,550,500,550,450,500,500,400,450,450,500,550,550,550,550,600,600,600,600,600,600,650,600,650,700,650,600,550,550,500,600,500,450,400,400,400,400,400,400,350,400,350,400,350,250,,
New York,NY,Medical Condition (All),Medicaid,32950,33650,33750,34050,39100,40550,40350,40950,41750,42700,43100,41200,42050,42650,42800,41750,42550,41750,41300,39750,36200,36200,37000,37050,37350,38900,39350,38450,39400,40400,40550,39900,42500,43400,42000,42900,43600,43450,42650,40650,39950,41400,42000,39200,39700,39150,,
New York,NY,Medical Condition (All),Medicare,120450,122300,120150,122450,128200,128500,126550,133450,140050,133750,128500,129550,134250,133800,129100,131450,136100,134850,127750,127500,135250,130800,127750,131850,133250,133600,130200,129950,131550,132600,131100,133200,138700,137350,128500,131800,131700,129200,124100,129400,129250,124550,121300,117450,115150,113900,,
New York,NY,Medical Condition (All),Private,52300,52950,51800,51500,53400,54550,55500,54950,53300,53250,53800,51600,53150,52850,52150,52000,54850,53650,52800,51700,51150,50100,50900,49700,50550,50800,50500,49500,48650,48900,48600,47600,48650,49450,47850,48050,48250,46000,45600,43350,41150,42400,41650,39250,38650,36950,,
New York,NY,Medical Condition (All),Uninsured,8500,9050,9950,9350,9550,9450,9700,9700,8050,8450,8700,8600,9650,10100,10500,10750,11050,11100,11500,11100,10950,10750,11150,11000,10800,11450,11500,11000,10100,10200,10950,10600,8850,7900,8400,8000,7500,7850,7900,7250,6450,6900,7100,7300,6500,4900,,
New York,NY,Mental Health,Medicaid,25550,26150,26350,25450,29150,30150,30800,29550,29000,29750,30400,28150,27900,27850,28100,26600,27000,25350,24900,23350,20500,21250,21650,21200,20800,22550,22850,21850,21750,22900,23350,21850,23750,25450,24900,24050,23650,24050,23850,21500,21050,22350,22950,21600,21250,21200,,
New York,NY,Mental Health,Medicare,3600,3750,4000,3750,4100,4150,4250,4050,3900,4000,4200,4050,4000,4200,4050,3950,3950,4000,4000,3850,3800,3900,4050,4000,3900,4050,4150,3950,3950,4150,4150,3950,3900,4200,4000,4200,3950,4150,4100,4100,3700,3950,3900,3750,3400,3550,,
New York,NY,Mental Health,Private,7250,7750,7500,7550,7700,8000,8250,7750,7450,7750,8100,7550,7700,7750,7800,7450,7700,7700,7700,7600,7450,7550,7500,7250,7550,7800,7650,7450,7550,7750,7600,7250,7850,8200,7800,8000,8100,8300,7950,7450,7200,7700,7450,7250,6750,6250,,
New York,NY,Mental Health,Uninsured,4650,5200,5450,5250,5450,5050,5350,5150,4950,5450,5400,4950,5100,5200,5800,5600,5800,5700,5900,6000,5100,5050,5400,5400,5050,5300,5500,5000,4600,4750,5250,4700,4050,3750,4050,3700,3400,3500,3500,3200,2750,2950,3000,3350,3000,2150,,
New York,NY,Surgical,Medicaid,9050,9400,9200,9200,10850,11300,11150,11250,12000,12500,12400,11900,12200,12450,12250,11800,11850,11950,11550,11100,11300,11900,11950,11550,12000,12600,12650,12200,12950,13500,13500,13200,14300,14400,13600,14000,14400,14450,13700,12900,13600,14150,14000,13300,13900,14150,,
New York,NY,Surgical,Medicare,41600,44550,43750,43600,43550,46100,46300,46850,45250,48600,47300,46700,45150,47750,45700,45450,44300,45500,44150,44000,41950,44800,44300,43850,41600,44450,42900,42700,41200,44000,43000,42600,41050,42850,40950,41500,40600,41450,39700,38750,38850,41700,40400,39550,36850,37550,,
New York,NY,Surgical,Private,44300,45400,43250,42950,45600,46150,44400,44050,44500,45400,43900,43450,45050,44750,42850,42700,44800,43750,41800,41400,41250,41300,39950,40600,40300,40800,39600,39800,39800,40200,38950,38550,39250,39600,37000,38100,39100,37650,35500,34450,35550,35600,33850,35150,33100,32200,,
New York,NY,Surgical,Uninsured,3100,3150,3400,3250,3400,3450,3300,3200,2700,3050,3000,2850,3100,3450,3350,3250,3350,3400,3350,3250,3250,3450,3300,3300,3100,3300,3350,3150,3000,3050,3200,3200,2750,2650,2650,2700,2350,2650,2600,2450,2250,2600,2400,2600,2350,2100,,
North Carolina,NC,All Adult Hospitalizations,Medicaid,27800,28200,30050,29050,29250,29550,31700,31050,31400,31000,32700,30150,30850,31200,33350,31950,32450,30250,34350,32750,33450,33200,34900,33200,33750,34050,35350,33100,34050,34750,36300,34800,34500,34400,35000,33600,36350,35450,36100,33100,34800,34850,36050,33600,,,,
North Carolina,NC,All Adult Hospitalizations,Medicare,83100,82450,80300,83500,84950,81650,80450,81850,90550,82550,79200,79050,85400,79800,77450,79550,86050,78550,73600,76450,82750,76800,74250,76400,78400,75200,72750,74250,81450,78350,76900,77300,82000,77350,75100,74300,82350,76650,72850,74050,78850,74200,71200,73350,,,,
North Carolina,NC,All Adult Hospitalizations,Private,57700,58900,58950,55750,60800,59750,61600,59450,59700,60550,60850,58700,59650,60100,60050,58200,53850,56000,60400,58950,58700,59550,58100,56450,57250,57800,58100,56100,55700,56650,56050,55750,54450,54600,54950,51000,53600,53600,54600,53000,53550,54600,54800,53550,,,,
North Carolina,NC,All Adult Hospitalizations,Uninsured,11600,12350,12850,11650,11650,12550,13150,12500,12750,13300,14400,13500,13650,14300,15450,15200,15200,15900,14450,13700,14350,15050,15050,14900,14050,15050,15550,15200,14650,15500,16300,15200,15450,15650,16250,12950,13600,14600,15350,13850,13750,14350,15450,15350,,,,
North Carolina,NC,Injury,Medicaid,700,800,850,750,750,800,950,850,850,850,950,850,800,850,1000,800,850,900,1050,850,800,950,1000,900,850,1050,1000,850,900,1000,1050,950,900,1000,1100,1000,950,1050,1050,900,950,1050,1100,900,,,,
North Carolina,NC,Injury,Medicare,4050,4200,4300,4350,4350,4150,4150,4400,4200,4300,4300,4500,4150,4250,4350,4550,4200,4300,4150,4300,4150,4300,4200,4250,4200,4200,4150,4350,4200,4300,4350,4450,4250,4100,4150,4250,4150,4250,4100,4050,4000,3950,3850,4200,,,,
North Carolina,NC,Injury,Private,1900,2250,2400,2150,2050,2250,2500,2350,2000,2350,2400,2300,2000,2350,2550,2300,1900,2250,2650,2400,2050,2550,2450,2150,2000,2300,2400,2050,1850,2350,2350,2100,1950,2200,2350,1850,1750,2100,2100,2000,1700,2000,2100,1750,,,,
